id,skill_adi,tur,aciklama,oncelik,uygulandi,olusturulma
8186,prompt-bayesian-reasoning + prompt-cost-optimizer,birlestir,'prompt-bayesian-reasoning' ve 'prompt-cost-optimizer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009545.0748448
10121,prompt-bayesian-reasoning + prompt-cost-optimizer,birlestir,'prompt-bayesian-reasoning' ve 'prompt-cost-optimizer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009729.6382065
12056,prompt-bayesian-reasoning + prompt-cost-optimizer,birlestir,'prompt-bayesian-reasoning' ve 'prompt-cost-optimizer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009731.258535
2382,prompt-bayesian-reasoning + prompt-data-helper,birlestir,'prompt-bayesian-reasoning' ve 'prompt-data-helper' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009496.2184908
4317,prompt-bayesian-reasoning + prompt-data-helper,birlestir,'prompt-bayesian-reasoning' ve 'prompt-data-helper' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009497.6964028
6252,prompt-bayesian-reasoning + prompt-data-helper,birlestir,'prompt-bayesian-reasoning' ve 'prompt-data-helper' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009543.7406783
8187,prompt-bayesian-reasoning + prompt-data-helper,birlestir,'prompt-bayesian-reasoning' ve 'prompt-data-helper' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009545.0748448
10122,prompt-bayesian-reasoning + prompt-data-helper,birlestir,'prompt-bayesian-reasoning' ve 'prompt-data-helper' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009729.6382065
12057,prompt-bayesian-reasoning + prompt-data-helper,birlestir,'prompt-bayesian-reasoning' ve 'prompt-data-helper' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009731.258535
2383,prompt-bayesian-reasoning + prompt-distance-chooser,birlestir,'prompt-bayesian-reasoning' ve 'prompt-distance-chooser' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009496.2184908
4318,prompt-bayesian-reasoning + prompt-distance-chooser,birlestir,'prompt-bayesian-reasoning' ve 'prompt-distance-chooser' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009497.6964028
6253,prompt-bayesian-reasoning + prompt-distance-chooser,birlestir,'prompt-bayesian-reasoning' ve 'prompt-distance-chooser' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009543.7406783
8188,prompt-bayesian-reasoning + prompt-distance-chooser,birlestir,'prompt-bayesian-reasoning' ve 'prompt-distance-chooser' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009545.0748448
10123,prompt-bayesian-reasoning + prompt-distance-chooser,birlestir,'prompt-bayesian-reasoning' ve 'prompt-distance-chooser' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009729.6382065
12058,prompt-bayesian-reasoning + prompt-distance-chooser,birlestir,'prompt-bayesian-reasoning' ve 'prompt-distance-chooser' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009731.258535
2384,prompt-bayesian-reasoning + prompt-embedding-advisor,birlestir,'prompt-bayesian-reasoning' ve 'prompt-embedding-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009496.2184908
4319,prompt-bayesian-reasoning + prompt-embedding-advisor,birlestir,'prompt-bayesian-reasoning' ve 'prompt-embedding-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009497.6964028
6254,prompt-bayesian-reasoning + prompt-embedding-advisor,birlestir,'prompt-bayesian-reasoning' ve 'prompt-embedding-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009543.7406783
8189,prompt-bayesian-reasoning + prompt-embedding-advisor,birlestir,'prompt-bayesian-reasoning' ve 'prompt-embedding-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009545.0748448
10124,prompt-bayesian-reasoning + prompt-embedding-advisor,birlestir,'prompt-bayesian-reasoning' ve 'prompt-embedding-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009729.6382065
12059,prompt-bayesian-reasoning + prompt-embedding-advisor,birlestir,'prompt-bayesian-reasoning' ve 'prompt-embedding-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009731.258535
2385,prompt-bayesian-reasoning + prompt-ensemble-selector,birlestir,'prompt-bayesian-reasoning' ve 'prompt-ensemble-selector' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009496.2184908
4320,prompt-bayesian-reasoning + prompt-ensemble-selector,birlestir,'prompt-bayesian-reasoning' ve 'prompt-ensemble-selector' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009497.6964028
6255,prompt-bayesian-reasoning + prompt-ensemble-selector,birlestir,'prompt-bayesian-reasoning' ve 'prompt-ensemble-selector' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009543.7406783
8190,prompt-bayesian-reasoning + prompt-ensemble-selector,birlestir,'prompt-bayesian-reasoning' ve 'prompt-ensemble-selector' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009545.0748448
10125,prompt-bayesian-reasoning + prompt-ensemble-selector,birlestir,'prompt-bayesian-reasoning' ve 'prompt-ensemble-selector' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009729.6382065
12060,prompt-bayesian-reasoning + prompt-ensemble-selector,birlestir,'prompt-bayesian-reasoning' ve 'prompt-ensemble-selector' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009731.258535
2386,prompt-bayesian-reasoning + prompt-env-check,birlestir,'prompt-bayesian-reasoning' ve 'prompt-env-check' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009496.2184908
4321,prompt-bayesian-reasoning + prompt-env-check,birlestir,'prompt-bayesian-reasoning' ve 'prompt-env-check' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009497.6964028
6256,prompt-bayesian-reasoning + prompt-env-check,birlestir,'prompt-bayesian-reasoning' ve 'prompt-env-check' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009543.7406783
8191,prompt-bayesian-reasoning + prompt-env-check,birlestir,'prompt-bayesian-reasoning' ve 'prompt-env-check' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009545.0748448
10126,prompt-bayesian-reasoning + prompt-env-check,birlestir,'prompt-bayesian-reasoning' ve 'prompt-env-check' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009729.6382065
12061,prompt-bayesian-reasoning + prompt-env-check,birlestir,'prompt-bayesian-reasoning' ve 'prompt-env-check' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009731.258535
2387,prompt-bayesian-reasoning + prompt-eval-designer,birlestir,'prompt-bayesian-reasoning' ve 'prompt-eval-designer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009496.2184908
4322,prompt-bayesian-reasoning + prompt-eval-designer,birlestir,'prompt-bayesian-reasoning' ve 'prompt-eval-designer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009497.6964028
6257,prompt-bayesian-reasoning + prompt-eval-designer,birlestir,'prompt-bayesian-reasoning' ve 'prompt-eval-designer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009543.7406783
8192,prompt-bayesian-reasoning + prompt-eval-designer,birlestir,'prompt-bayesian-reasoning' ve 'prompt-eval-designer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009545.0748448
10127,prompt-bayesian-reasoning + prompt-eval-designer,birlestir,'prompt-bayesian-reasoning' ve 'prompt-eval-designer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009729.6382065
12062,prompt-bayesian-reasoning + prompt-eval-designer,birlestir,'prompt-bayesian-reasoning' ve 'prompt-eval-designer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009731.258535
2388,prompt-bayesian-reasoning + prompt-feature-engineer,birlestir,'prompt-bayesian-reasoning' ve 'prompt-feature-engineer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009496.2184908
4323,prompt-bayesian-reasoning + prompt-feature-engineer,birlestir,'prompt-bayesian-reasoning' ve 'prompt-feature-engineer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009497.6964028
6258,prompt-bayesian-reasoning + prompt-feature-engineer,birlestir,'prompt-bayesian-reasoning' ve 'prompt-feature-engineer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009543.7406783
8193,prompt-bayesian-reasoning + prompt-feature-engineer,birlestir,'prompt-bayesian-reasoning' ve 'prompt-feature-engineer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009545.0748448
10128,prompt-bayesian-reasoning + prompt-feature-engineer,birlestir,'prompt-bayesian-reasoning' ve 'prompt-feature-engineer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009729.6382065
12063,prompt-bayesian-reasoning + prompt-feature-engineer,birlestir,'prompt-bayesian-reasoning' ve 'prompt-feature-engineer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009731.258535
2389,prompt-bayesian-reasoning + prompt-framework-architect,birlestir,'prompt-bayesian-reasoning' ve 'prompt-framework-architect' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009496.2184908
4324,prompt-bayesian-reasoning + prompt-framework-architect,birlestir,'prompt-bayesian-reasoning' ve 'prompt-framework-architect' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009497.6964028
6259,prompt-bayesian-reasoning + prompt-framework-architect,birlestir,'prompt-bayesian-reasoning' ve 'prompt-framework-architect' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009543.7406783
8194,prompt-bayesian-reasoning + prompt-framework-architect,birlestir,'prompt-bayesian-reasoning' ve 'prompt-framework-architect' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009545.0748448
10129,prompt-bayesian-reasoning + prompt-framework-architect,birlestir,'prompt-bayesian-reasoning' ve 'prompt-framework-architect' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009729.6382065
12064,prompt-bayesian-reasoning + prompt-framework-architect,birlestir,'prompt-bayesian-reasoning' ve 'prompt-framework-architect' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009731.258535
2390,prompt-bayesian-reasoning + prompt-gradient-debugger,birlestir,'prompt-bayesian-reasoning' ve 'prompt-gradient-debugger' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009496.2184908
4325,prompt-bayesian-reasoning + prompt-gradient-debugger,birlestir,'prompt-bayesian-reasoning' ve 'prompt-gradient-debugger' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009497.6964028
6260,prompt-bayesian-reasoning + prompt-gradient-debugger,birlestir,'prompt-bayesian-reasoning' ve 'prompt-gradient-debugger' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009543.7406783
8195,prompt-bayesian-reasoning + prompt-gradient-debugger,birlestir,'prompt-bayesian-reasoning' ve 'prompt-gradient-debugger' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009545.0748448
10130,prompt-bayesian-reasoning + prompt-gradient-debugger,birlestir,'prompt-bayesian-reasoning' ve 'prompt-gradient-debugger' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009729.6382065
12065,prompt-bayesian-reasoning + prompt-gradient-debugger,birlestir,'prompt-bayesian-reasoning' ve 'prompt-gradient-debugger' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009731.258535
2391,prompt-bayesian-reasoning + prompt-init-strategy,birlestir,'prompt-bayesian-reasoning' ve 'prompt-init-strategy' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009496.2184908
4326,prompt-bayesian-reasoning + prompt-init-strategy,birlestir,'prompt-bayesian-reasoning' ve 'prompt-init-strategy' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009497.6964028
6261,prompt-bayesian-reasoning + prompt-init-strategy,birlestir,'prompt-bayesian-reasoning' ve 'prompt-init-strategy' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009543.7406783
8196,prompt-bayesian-reasoning + prompt-init-strategy,birlestir,'prompt-bayesian-reasoning' ve 'prompt-init-strategy' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009545.0748448
10131,prompt-bayesian-reasoning + prompt-init-strategy,birlestir,'prompt-bayesian-reasoning' ve 'prompt-init-strategy' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009729.6382065
12066,prompt-bayesian-reasoning + prompt-init-strategy,birlestir,'prompt-bayesian-reasoning' ve 'prompt-init-strategy' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009731.258535
2392,prompt-bayesian-reasoning + prompt-jax-optimizer,birlestir,'prompt-bayesian-reasoning' ve 'prompt-jax-optimizer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009496.2184908
4327,prompt-bayesian-reasoning + prompt-jax-optimizer,birlestir,'prompt-bayesian-reasoning' ve 'prompt-jax-optimizer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009497.6964028
6262,prompt-bayesian-reasoning + prompt-jax-optimizer,birlestir,'prompt-bayesian-reasoning' ve 'prompt-jax-optimizer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009543.7406783
8197,prompt-bayesian-reasoning + prompt-jax-optimizer,birlestir,'prompt-bayesian-reasoning' ve 'prompt-jax-optimizer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009545.0748448
10132,prompt-bayesian-reasoning + prompt-jax-optimizer,birlestir,'prompt-bayesian-reasoning' ve 'prompt-jax-optimizer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009729.6382065
12067,prompt-bayesian-reasoning + prompt-jax-optimizer,birlestir,'prompt-bayesian-reasoning' ve 'prompt-jax-optimizer' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009731.258535
2393,prompt-bayesian-reasoning + prompt-linear-solver,birlestir,'prompt-bayesian-reasoning' ve 'prompt-linear-solver' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009496.2184908
4328,prompt-bayesian-reasoning + prompt-linear-solver,birlestir,'prompt-bayesian-reasoning' ve 'prompt-linear-solver' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009497.6964028
6263,prompt-bayesian-reasoning + prompt-linear-solver,birlestir,'prompt-bayesian-reasoning' ve 'prompt-linear-solver' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009543.7406783
8198,prompt-bayesian-reasoning + prompt-linear-solver,birlestir,'prompt-bayesian-reasoning' ve 'prompt-linear-solver' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009545.0748448
10133,prompt-bayesian-reasoning + prompt-linear-solver,birlestir,'prompt-bayesian-reasoning' ve 'prompt-linear-solver' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009729.6382065
12068,prompt-bayesian-reasoning + prompt-linear-solver,birlestir,'prompt-bayesian-reasoning' ve 'prompt-linear-solver' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009731.258535
2394,prompt-bayesian-reasoning + prompt-lora-advisor,birlestir,'prompt-bayesian-reasoning' ve 'prompt-lora-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009496.2184908
4329,prompt-bayesian-reasoning + prompt-lora-advisor,birlestir,'prompt-bayesian-reasoning' ve 'prompt-lora-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009497.6964028
6264,prompt-bayesian-reasoning + prompt-lora-advisor,birlestir,'prompt-bayesian-reasoning' ve 'prompt-lora-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009543.7406783
8199,prompt-bayesian-reasoning + prompt-lora-advisor,birlestir,'prompt-bayesian-reasoning' ve 'prompt-lora-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009545.0748448
10134,prompt-bayesian-reasoning + prompt-lora-advisor,birlestir,'prompt-bayesian-reasoning' ve 'prompt-lora-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009729.6382065
12069,prompt-bayesian-reasoning + prompt-lora-advisor,birlestir,'prompt-bayesian-reasoning' ve 'prompt-lora-advisor' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009731.258535
2395,prompt-bayesian-reasoning + prompt-loss-debugger,birlestir,'prompt-bayesian-reasoning' ve 'prompt-loss-debugger' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009496.2184908
4330,prompt-bayesian-reasoning + prompt-loss-debugger,birlestir,'prompt-bayesian-reasoning' ve 'prompt-loss-debugger' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009497.6964028
6265,prompt-bayesian-reasoning + prompt-loss-debugger,birlestir,'prompt-bayesian-reasoning' ve 'prompt-loss-debugger' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009543.7406783
8200,prompt-bayesian-reasoning + prompt-loss-debugger,birlestir,'prompt-bayesian-reasoning' ve 'prompt-loss-debugger' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009545.0748448
10135,prompt-bayesian-reasoning + prompt-loss-debugger,birlestir,'prompt-bayesian-reasoning' ve 'prompt-loss-debugger' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009729.6382065
12070,prompt-bayesian-reasoning + prompt-loss-debugger,birlestir,'prompt-bayesian-reasoning' ve 'prompt-loss-debugger' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009731.258535
2396,prompt-bayesian-reasoning + prompt-matrix-operations,birlestir,'prompt-bayesian-reasoning' ve 'prompt-matrix-operations' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009496.2184908
4331,prompt-bayesian-reasoning + prompt-matrix-operations,birlestir,'prompt-bayesian-reasoning' ve 'prompt-matrix-operations' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009497.6964028
6266,prompt-bayesian-reasoning + prompt-matrix-operations,birlestir,'prompt-bayesian-reasoning' ve 'prompt-matrix-operations' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009543.7406783
8201,prompt-bayesian-reasoning + prompt-matrix-operations,birlestir,'prompt-bayesian-reasoning' ve 'prompt-matrix-operations' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009545.0748448
10136,prompt-bayesian-reasoning + prompt-matrix-operations,birlestir,'prompt-bayesian-reasoning' ve 'prompt-matrix-operations' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009729.6382065
12071,prompt-bayesian-reasoning + prompt-matrix-operations,birlestir,'prompt-bayesian-reasoning' ve 'prompt-matrix-operations' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009731.258535
2397,prompt-bayesian-reasoning + prompt-ml-pipeline,birlestir,'prompt-bayesian-reasoning' ve 'prompt-ml-pipeline' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009496.2184908
4332,prompt-bayesian-reasoning + prompt-ml-pipeline,birlestir,'prompt-bayesian-reasoning' ve 'prompt-ml-pipeline' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009497.6964028
6267,prompt-bayesian-reasoning + prompt-ml-pipeline,birlestir,'prompt-bayesian-reasoning' ve 'prompt-ml-pipeline' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009543.7406783
8202,prompt-bayesian-reasoning + prompt-ml-pipeline,birlestir,'prompt-bayesian-reasoning' ve 'prompt-ml-pipeline' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009545.0748448
10137,prompt-bayesian-reasoning + prompt-ml-pipeline,birlestir,'prompt-bayesian-reasoning' ve 'prompt-ml-pipeline' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009729.6382065
12072,prompt-bayesian-reasoning + prompt-ml-pipeline,birlestir,'prompt-bayesian-reasoning' ve 'prompt-ml-pipeline' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009731.258535
2398,prompt-bayesian-reasoning + prompt-model-diagnostics,birlestir,'prompt-bayesian-reasoning' ve 'prompt-model-diagnostics' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009496.2184908
4333,prompt-bayesian-reasoning + prompt-model-diagnostics,birlestir,'prompt-bayesian-reasoning' ve 'prompt-model-diagnostics' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009497.6964028
6268,prompt-bayesian-reasoning + prompt-model-diagnostics,birlestir,'prompt-bayesian-reasoning' ve 'prompt-model-diagnostics' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009543.7406783
8203,prompt-bayesian-reasoning + prompt-model-diagnostics,birlestir,'prompt-bayesian-reasoning' ve 'prompt-model-diagnostics' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009545.0748448
10138,prompt-bayesian-reasoning + prompt-model-diagnostics,birlestir,'prompt-bayesian-reasoning' ve 'prompt-model-diagnostics' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009729.6382065
12073,prompt-bayesian-reasoning + prompt-model-diagnostics,birlestir,'prompt-bayesian-reasoning' ve 'prompt-model-diagnostics' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009731.258535
2399,prompt-bayesian-reasoning + prompt-network-architect,birlestir,'prompt-bayesian-reasoning' ve 'prompt-network-architect' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009496.2184908
4334,prompt-bayesian-reasoning + prompt-network-architect,birlestir,'prompt-bayesian-reasoning' ve 'prompt-network-architect' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009497.6964028
6269,prompt-bayesian-reasoning + prompt-network-architect,birlestir,'prompt-bayesian-reasoning' ve 'prompt-network-architect' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009543.7406783
8204,prompt-bayesian-reasoning + prompt-network-architect,birlestir,'prompt-bayesian-reasoning' ve 'prompt-network-architect' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009545.0748448
10139,prompt-bayesian-reasoning + prompt-network-architect,birlestir,'prompt-bayesian-reasoning' ve 'prompt-network-architect' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009729.6382065
12074,prompt-bayesian-reasoning + prompt-network-architect,birlestir,'prompt-bayesian-reasoning' ve 'prompt-network-architect' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009731.258535
2400,prompt-bayesian-reasoning + prompt-nn-debugger,birlestir,'prompt-bayesian-reasoning' ve 'prompt-nn-debugger' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009496.2184908
4335,prompt-bayesian-reasoning + prompt-nn-debugger,birlestir,'prompt-bayesian-reasoning' ve 'prompt-nn-debugger' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009497.6964028
6270,prompt-bayesian-reasoning + prompt-nn-debugger,birlestir,'prompt-bayesian-reasoning' ve 'prompt-nn-debugger' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009543.7406783
8205,prompt-bayesian-reasoning + prompt-nn-debugger,birlestir,'prompt-bayesian-reasoning' ve 'prompt-nn-debugger' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009545.0748448
10140,prompt-bayesian-reasoning + prompt-nn-debugger,birlestir,'prompt-bayesian-reasoning' ve 'prompt-nn-debugger' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009729.6382065
12075,prompt-bayesian-reasoning + prompt-nn-debugger,birlestir,'prompt-bayesian-reasoning' ve 'prompt-nn-debugger' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009731.258535
2401,prompt-bayesian-reasoning + prompt-notebook-helper,birlestir,'prompt-bayesian-reasoning' ve 'prompt-notebook-helper' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009496.2184908
4336,prompt-bayesian-reasoning + prompt-notebook-helper,birlestir,'prompt-bayesian-reasoning' ve 'prompt-notebook-helper' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009497.6964028
6271,prompt-bayesian-reasoning + prompt-notebook-helper,birlestir,'prompt-bayesian-reasoning' ve 'prompt-notebook-helper' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009543.7406783
8206,prompt-bayesian-reasoning + prompt-notebook-helper,birlestir,'prompt-bayesian-reasoning' ve 'prompt-notebook-helper' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009545.0748448
10141,prompt-bayesian-reasoning + prompt-notebook-helper,birlestir,'prompt-bayesian-reasoning' ve 'prompt-notebook-helper' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009729.6382065
12076,prompt-bayesian-reasoning + prompt-notebook-helper,birlestir,'prompt-bayesian-reasoning' ve 'prompt-notebook-helper' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009731.258535
2402,prompt-bayesian-reasoning + prompt-numerical-debugger,birlestir,'prompt-bayesian-reasoning' ve 'prompt-numerical-debugger' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009496.2184908
4337,prompt-bayesian-reasoning + prompt-numerical-debugger,birlestir,'prompt-bayesian-reasoning' ve 'prompt-numerical-debugger' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009497.6964028
6272,prompt-bayesian-reasoning + prompt-numerical-debugger,birlestir,'prompt-bayesian-reasoning' ve 'prompt-numerical-debugger' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009543.7406783
8207,prompt-bayesian-reasoning + prompt-numerical-debugger,birlestir,'prompt-bayesian-reasoning' ve 'prompt-numerical-debugger' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009545.0748448
10142,prompt-bayesian-reasoning + prompt-numerical-debugger,birlestir,'prompt-bayesian-reasoning' ve 'prompt-numerical-debugger' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009729.6382065
12077,prompt-bayesian-reasoning + prompt-numerical-debugger,birlestir,'prompt-bayesian-reasoning' ve 'prompt-numerical-debugger' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009731.258535
2403,prompt-bayesian-reasoning + prompt-optimizer-guide,birlestir,'prompt-bayesian-reasoning' ve 'prompt-optimizer-guide' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009496.2184908
4338,prompt-bayesian-reasoning + prompt-optimizer-guide,birlestir,'prompt-bayesian-reasoning' ve 'prompt-optimizer-guide' benzer (benzerlik: %1) — tek bir skill'de birleştirilebilir,4,1,1783009497.6964028
